mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.427727301915486,0.4058578136477207,0.21211632092793783,0.0327300181600189,200,5,10,0.5,6,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 0.5, 'max_depth': 6, 'bootstrap': True}",0.54786022258397,0.5360142217769287,0.5394429643053064,0.541105802888735,0.004976994266690849,20
22.806886514027912,1.0755917181020747,0.7593557834625244,0.057049436133800736,500,10,2,0.5,10,True,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': True}",0.5453883574056526,0.5357657034929486,0.5372483563929461,0.5394674724305157,0.004230226477157664,28
12.654626369476318,0.8055890991961185,0.9603854020436605,0.22022427141303325,500,20,2,log2,10,True,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.5465488567296192,0.5379303939031014,0.5400400219693423,0.5415064242006876,0.0036680809697613582,17
8.904658714930216,1.2101512284422622,0.5156694253285726,0.03233291852647811,500,10,2,log2,6,True,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 6, 'bootstrap': True}",0.5462152235442869,0.5368663591123587,0.5456135903982431,0.5428983910182962,0.0042723566717750225,11
12.815542459487915,0.791777196025696,0.4911818504333496,0.10631361245606624,300,10,6,0.5,10,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': True}",0.5439787811251006,0.537207874840513,0.5413108417155907,0.5408324992270681,0.002784828137235915,23
10.860525051752726,0.5827737707933631,0.5023518403371176,0.01444260207006022,300,10,2,sqrt,15,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.5451625804069558,0.5404750353236123,0.5456819106766938,0.5437731754690872,0.0023417546550484865,9
21.762583176294964,0.6678832658533841,0.6784869035085043,0.0958383353992734,300,30,2,0.7,,True,"{'n_estimators': 300, 'min_samples_split': 30, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': None, 'bootstrap': True}",0.5408523896310707,0.5349085066529075,0.5417533640128349,0.5391714200989377,0.0030366935961566206,29
13.37410298983256,0.7964482327559871,0.45807647705078125,0.09958202590972762,200,20,8,0.7,,True,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 0.7, 'max_depth': None, 'bootstrap': True}",0.5416813868330098,0.539709049129967,0.5443292806434298,0.5419065722021355,0.0018929106595135274,16
30.018871704737347,0.8293599349400063,0.9016217390696207,0.12751783310707107,500,30,10,0.7,15,True,"{'n_estimators': 500, 'min_samples_split': 30, 'min_samples_leaf': 10, 'max_features': 0.7, 'max_depth': 15, 'bootstrap': True}",0.5416923834135247,0.5371013366554517,0.5422240402782371,0.5403392534490711,0.002299817909784922,25
7.4876026312510175,0.8592301770931438,0.3395223617553711,0.036148913502023386,300,10,2,sqrt,8,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 8, 'bootstrap': True}",0.5493263854444649,0.5395729067725447,0.5428270646070311,0.5439087856080135,0.004054641520847888,8
7.226280689239502,0.9372377315645541,0.46343564987182617,0.14195538985801037,300,5,10,log2,10,True,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.5500119290620734,0.5415085712245459,0.5456607964852778,0.5457270989239656,0.003471797866455959,2
4.857248544692993,0.8610837695324937,0.2750454743703206,0.025865928491009757,300,20,10,log2,6,True,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 6, 'bootstrap': True}",0.5471195144724557,0.5353112474939614,0.5441568656478081,0.5421958758714084,0.0050161673906285245,13
16.238852739334106,0.1643513158552647,0.8128027121225992,0.04597903111754765,500,30,4,sqrt,,True,"{'n_estimators': 500, 'min_samples_split': 30, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",0.5479166837816141,0.5451162303516558,0.5457243826445971,0.5462524322592891,0.0012027086513431385,1
18.507136742273968,0.9997160864719146,0.6374682585398356,0.14134952624087435,300,10,8,0.7,12,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 0.7, 'max_depth': 12, 'bootstrap': True}",0.5448644684557179,0.5383034760454978,0.543220980469746,0.5421296416569872,0.002787462484640442,14
5.376355171203613,0.6651124214959375,0.22670372327168783,0.021420680877792014,200,30,4,0.5,6,True,"{'n_estimators': 200, 'min_samples_split': 30, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 6, 'bootstrap': True}",0.5483627749359844,0.5340875903728414,0.5388184242958284,0.540422929868218,0.005937230116073846,24
6.817201693852742,1.2179120629399978,0.32923388481140137,0.03590089783355286,200,30,8,log2,,True,"{'n_estimators': 200, 'min_samples_split': 30, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}",0.5425925339954686,0.5468601948912452,0.5463181210461311,0.545256949977615,0.0018969792491971534,3
26.258339087168377,0.8255016148954969,0.8523828983306885,0.16741126291613634,500,30,6,0.7,10,True,"{'n_estimators': 500, 'min_samples_split': 30, 'min_samples_leaf': 6, 'max_features': 0.7, 'max_depth': 10, 'bootstrap': True}",0.5450694309429175,0.5338304362713548,0.5374513248722194,0.5387837306954971,0.004684031686861362,30
6.052447160085042,1.0704627422592954,0.3288535277048747,0.036350624728733606,200,5,8,sqrt,12,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.5476832630106893,0.5396136348546078,0.5454793408027323,0.5442587462226764,0.0034055947097878054,4
3.7720280488332114,0.1304771877936424,0.2964320182800293,0.0731427584748962,200,20,2,log2,8,True,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 8, 'bootstrap': True}",0.5493442672852354,0.5368944278119323,0.5419076029755994,0.5427154326909224,0.005114623959098288,12
11.444937229156494,0.27872051838315043,0.5687534809112549,0.0562449921648577,500,5,10,log2,8,True,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'max_depth': 8, 'bootstrap': True}",0.5483447661963222,0.5384926133870455,0.5444301529502199,0.5437558441778626,0.004050287889742619,10
18.69245433807373,0.8464671690703028,0.6409060955047607,0.1346780083708258,300,10,10,0.7,15,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 0.7, 'max_depth': 15, 'bootstrap': True}",0.5405310819603567,0.5391649857977181,0.5410143395904453,0.5402368024495067,0.0007831465105790532,26
6.803188880284627,0.5508869947289644,0.43644269307454425,0.08742652026863511,200,10,2,log2,15,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.5439519442651182,0.5376579958888051,0.5447633445480283,0.542124428233984,0.0031755688230951434,15
15.711647748947144,0.16538488367532028,0.361496369043986,0.019656291375548234,200,5,2,0.7,15,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': 15, 'bootstrap': True}",0.5407545102085419,0.540948699078993,0.5373177001071398,0.5396736364648915,0.0016677838430453,27
21.199880123138428,0.45134949687944387,0.8095755577087402,0.11735316731683565,500,20,4,0.5,10,True,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': True}",0.5459461382210801,0.5366751881655877,0.5407093521351122,0.5411102261739266,0.003795449356716992,19
5.572866598765056,1.257442192896449,0.3028295040130615,0.017701593276315927,200,10,8,log2,12,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2', 'max_depth': 12, 'bootstrap': True}",0.5476832630106893,0.5396136348546078,0.5454793408027323,0.5442587462226764,0.0034055947097878054,4
14.613948186238607,0.11422019179118632,0.7551306088765463,0.055435642354888466,500,5,6,sqrt,12,True,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.5444638147916179,0.5419615066240141,0.5463333808420437,0.5442529007525586,0.0017910303540089832,6
8.474578698476156,1.091309463525528,0.32517019907633465,0.07781249369070126,200,20,10,0.5,10,True,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 0.5, 'max_depth': 10, 'bootstrap': True}",0.5428439236957366,0.538733711979408,0.541120583185567,0.5408994062869039,0.0016852595257383905,22
10.578793287277222,1.105951156972067,0.3519108295440674,0.07203217007027175,300,20,10,0.5,8,True,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 0.5, 'max_depth': 8, 'bootstrap': True}",0.5486804449546352,0.5341069139650558,0.5405160116485389,0.5411011235227433,0.005963987385693052,21
3.776628096898397,0.9029233765254214,0.23621495564778647,0.05811129659104142,200,10,10,sqrt,6,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.5439671382897147,0.535327380107017,0.544750328430681,0.5413482822758042,0.00426941009928437,18
3.359715382258097,0.34194223324313044,0.19113334019978842,0.04728108731747958,200,20,6,sqrt,8,True,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_depth': 8, 'bootstrap': True}",0.5496512765477282,0.5376912138748188,0.5447088338720695,0.5440171080982056,0.004907113081683971,7
